Date,Centre_Name,Commodity_Name,Price
22-06-19,AMRITSAR,Wheat,
22-06-19,LUDHIANA,Wheat,
22-06-19,LUCKNOW,Wheat,
22-06-19,DEHRADUN,Wheat,
22-06-19,RAIPUR,Wheat,
22-06-19,AHMEDABAD,Wheat,
22-06-19,BHOPAL,Wheat,
22-06-19,MUMBAI,Wheat,
22-06-19,JAIPUR,Wheat,
22-06-19,PATNA,Wheat,
22-06-19,RANCHI,Wheat,
22-06-19,BHUBANESHWAR,Wheat,
22-06-19,KOLKATA,Wheat,
22-06-19,GUWAHATI,Wheat,
22-06-19,SHILLONG,Wheat,
22-06-19,AIZWAL,Wheat,
22-06-19,KOHIMA,Wheat,
22-06-19,AGARTALA,Wheat,
22-06-19,BENGALURU,Wheat,1600.0
22-06-19,T.PURAM,Wheat,
22-06-19,CHENNAI,Wheat,
22-06-19,HYDERABAD,Wheat,
23-06-19,CHANDIGARH,Wheat,
23-06-19,DELHI,Wheat,1065.0
23-06-19,SHIMLA,Wheat,
23-06-19,SRINAGAR,Wheat,
23-06-19,JAMMU,Wheat,
23-06-19,AMRITSAR,Wheat,
23-06-19,LUDHIANA,Wheat,
23-06-19,LUCKNOW,Wheat,
23-06-19,DEHRADUN,Wheat,
23-06-19,RAIPUR,Wheat,
23-06-19,AHMEDABAD,Wheat,
23-06-19,BHOPAL,Wheat,
23-06-19,MUMBAI,Wheat,
23-06-19,JAIPUR,Wheat,
23-06-19,PATNA,Wheat,
23-06-19,RANCHI,Wheat,
23-06-19,BHUBANESHWAR,Wheat,1200.0
23-06-19,KOLKATA,Wheat,
23-06-19,GUWAHATI,Wheat,
23-06-19,SHILLONG,Wheat,
23-06-19,AIZWAL,Wheat,
23-06-19,KOHIMA,Wheat,
23-06-19,AGARTALA,Wheat,
23-06-19,BENGALURU,Wheat,1600.0
23-06-19,T.PURAM,Wheat,
23-06-19,CHENNAI,Wheat,
23-06-19,HYDERABAD,Wheat,1250.0
24-06-19,CHANDIGARH,Wheat,
24-06-19,DELHI,Wheat,1070.0
24-06-19,SHIMLA,Wheat,
24-06-19,SRINAGAR,Wheat,
24-06-19,JAMMU,Wheat,
24-06-19,AMRITSAR,Wheat,
24-06-19,LUDHIANA,Wheat,
24-06-19,LUCKNOW,Wheat,
24-06-19,DEHRADUN,Wheat,1090.0
24-06-19,RAIPUR,Wheat,
24-06-19,AHMEDABAD,Wheat,
24-06-19,BHOPAL,Wheat,1130.0
24-06-19,MUMBAI,Wheat,1450.0
24-06-19,JAIPUR,Wheat,
24-06-19,PATNA,Wheat,
24-06-19,RANCHI,Wheat,
24-06-19,BHUBANESHWAR,Wheat,
24-06-19,KOLKATA,Wheat,
24-06-19,GUWAHATI,Wheat,1150.0
24-06-19,SHILLONG,Wheat,
24-06-19,AIZWAL,Wheat,
24-06-19,KOHIMA,Wheat,
24-06-19,AGARTALA,Wheat,
24-06-19,BENGALURU,Wheat,1700.0
24-06-19,T.PURAM,Wheat,1700.0
24-06-19,CHENNAI,Wheat,
24-06-19,HYDERABAD,Wheat,1250.0
25-06-19,CHANDIGARH,Wheat,
25-06-19,DELHI,Wheat,1070.0
25-06-19,SHIMLA,Wheat,
25-06-19,SRINAGAR,Wheat,
25-06-19,JAMMU,Wheat,
25-06-19,AMRITSAR,Wheat,1080.0
25-06-19,LUDHIANA,Wheat,1080.0
25-06-19,LUCKNOW,Wheat,
25-06-19,DEHRADUN,Wheat,
25-06-19,RAIPUR,Wheat,
25-06-19,AHMEDABAD,Wheat,
25-06-19,BHOPAL,Wheat,
25-06-19,MUMBAI,Wheat,
25-06-19,JAIPUR,Wheat,
25-06-19,PATNA,Wheat,
25-06-19,RANCHI,Wheat,
25-06-19,BHUBANESHWAR,Wheat,
25-06-19,KOLKATA,Wheat,
25-06-19,GUWAHATI,Wheat,
25-06-19,SHILLONG,Wheat,
25-06-19,AIZWAL,Wheat,
25-06-19,KOHIMA,Wheat,
25-06-19,AGARTALA,Wheat,
25-06-19,BENGALURU,Wheat,
25-06-19,T.PURAM,Wheat,
25-06-19,CHENNAI,Wheat,
25-06-19,HYDERABAD,Wheat,
26-06-19,CHANDIGARH,Wheat,
26-06-19,DELHI,Wheat,1070.0
26-06-19,SHIMLA,Wheat,
26-06-19,SRINAGAR,Wheat,
26-06-19,JAMMU,Wheat,
26-06-19,AMRITSAR,Wheat,
26-06-19,LUDHIANA,Wheat,
26-06-19,LUCKNOW,Wheat,1090.0
26-06-19,DEHRADUN,Wheat,
26-06-19,RAIPUR,Wheat,
26-06-19,AHMEDABAD,Wheat,
26-06-19,BHOPAL,Wheat,1130.0
26-06-19,MUMBAI,Wheat,
26-06-19,JAIPUR,Wheat,
26-06-19,PATNA,Wheat,
26-06-19,RANCHI,Wheat,
26-06-19,BHUBANESHWAR,Wheat,1200.0
26-06-19,KOLKATA,Wheat,
26-06-19,GUWAHATI,Wheat,
26-06-19,SHILLONG,Wheat,
26-06-19,AIZWAL,Wheat,
26-06-19,KOHIMA,Wheat,
26-06-19,AGARTALA,Wheat,
26-06-19,BENGALURU,Wheat,1700.0
26-06-19,T.PURAM,Wheat,
26-06-19,CHENNAI,Wheat,1700.0
26-06-19,HYDERABAD,Wheat,
29-06-19,CHANDIGARH,Wheat,
29-06-19,DELHI,Wheat,1070.0
29-06-19,SHIMLA,Wheat,
29-06-19,SRINAGAR,Wheat,
29-06-19,JAMMU,Wheat,
29-06-19,AMRITSAR,Wheat,
29-06-19,LUDHIANA,Wheat,
29-06-19,LUCKNOW,Wheat,1085.0
29-06-19,DEHRADUN,Wheat,
29-06-19,RAIPUR,Wheat,
29-06-19,AHMEDABAD,Wheat,
29-06-19,BHOPAL,Wheat,
29-06-19,MUMBAI,Wheat,
29-06-19,JAIPUR,Wheat,
29-06-19,PATNA,Wheat,
29-06-19,RANCHI,Wheat,
29-06-19,BHUBANESHWAR,Wheat,1200.0
29-06-19,KOLKATA,Wheat,
29-06-19,GUWAHATI,Wheat,
29-06-19,SHILLONG,Wheat,
29-06-19,AIZWAL,Wheat,
29-06-19,KOHIMA,Wheat,
29-06-19,AGARTALA,Wheat,
29-06-19,BENGALURU,Wheat,1700.0
29-06-19,T.PURAM,Wheat,
29-06-19,CHENNAI,Wheat,1700.0
29-06-19,HYDERABAD,Wheat,
30-06-19,CHANDIGARH,Wheat,
30-06-19,DELHI,Wheat,
30-06-19,SHIMLA,Wheat,
30-06-19,SRINAGAR,Wheat,
30-06-19,JAMMU,Wheat,
30-06-19,AMRITSAR,Wheat,
30-06-19,LUDHIANA,Wheat,
30-06-19,LUCKNOW,Wheat,1085.0
30-06-19,DEHRADUN,Wheat,
30-06-19,RAIPUR,Wheat,
30-06-19,AHMEDABAD,Wheat,
30-06-19,BHOPAL,Wheat,
30-06-19,MUMBAI,Wheat,
30-06-19,JAIPUR,Wheat,
30-06-19,PATNA,Wheat,
30-06-19,RANCHI,Wheat,
30-06-19,BHUBANESHWAR,Wheat,1200.0
30-06-19,KOLKATA,Wheat,
30-06-19,GUWAHATI,Wheat,
30-06-19,SHILLONG,Wheat,
30-06-19,AIZWAL,Wheat,
30-06-19,KOHIMA,Wheat,
30-06-19,AGARTALA,Wheat,
30-06-19,BENGALURU,Wheat,1500.0
30-06-19,T.PURAM,Wheat,
30-06-19,CHENNAI,Wheat,
30-06-19,HYDERABAD,Wheat,
01-07-19,CHANDIGARH,Wheat,
01-07-19,DELHI,Wheat,1070.0
01-07-19,SHIMLA,Wheat,
01-07-19,SRINAGAR,Wheat,
01-07-19,JAMMU,Wheat,
01-07-19,AMRITSAR,Wheat,
01-07-19,LUDHIANA,Wheat,
01-07-19,LUCKNOW,Wheat,1085.0
01-07-19,DEHRADUN,Wheat,1090.0
01-07-19,RAIPUR,Wheat,
01-07-19,AHMEDABAD,Wheat,1180.0
01-07-19,BHOPAL,Wheat,1130.0
01-07-19,MUMBAI,Wheat,1400.0
01-07-19,JAIPUR,Wheat,
01-07-19,PATNA,Wheat,
01-07-19,RANCHI,Wheat,
01-07-19,BHUBANESHWAR,Wheat,1200.0
01-07-19,KOLKATA,Wheat,
01-07-19,GUWAHATI,Wheat,
01-07-19,SHILLONG,Wheat,
01-07-19,AIZWAL,Wheat,
01-07-19,KOHIMA,Wheat,
01-07-19,AGARTALA,Wheat,
01-07-19,BENGALURU,Wheat,1500.0
01-07-19,T.PURAM,Wheat,
01-07-19,CHENNAI,Wheat,
01-07-19,HYDERABAD,Wheat,
02-07-19,CHANDIGARH,Wheat,
02-07-19,DELHI,Wheat,1070.0
02-07-19,SHIMLA,Wheat,
02-07-19,SRINAGAR,Wheat,
02-07-19,JAMMU,Wheat,
02-07-19,AMRITSAR,Wheat,
02-07-19,LUDHIANA,Wheat,
02-07-19,LUCKNOW,Wheat,
02-07-19,DEHRADUN,Wheat,
02-07-19,RAIPUR,Wheat,
02-07-19,AHMEDABAD,Wheat,
02-07-19,BHOPAL,Wheat,
02-07-19,MUMBAI,Wheat,
02-07-19,JAIPUR,Wheat,
02-07-19,PATNA,Wheat,
02-07-19,RANCHI,Wheat,
02-07-19,BHUBANESHWAR,Wheat,
02-07-19,KOLKATA,Wheat,
02-07-19,GUWAHATI,Wheat,
02-07-19,SHILLONG,Wheat,
02-07-19,AIZWAL,Wheat,
02-07-19,KOHIMA,Wheat,
02-07-19,AGARTALA,Wheat,
02-07-19,BENGALURU,Wheat,
02-07-19,T.PURAM,Wheat,
02-07-19,CHENNAI,Wheat,
02-07-19,HYDERABAD,Wheat,
03-07-19,CHANDIGARH,Wheat,
03-07-19,DELHI,Wheat,1070.0
03-07-19,SHIMLA,Wheat,
03-07-19,SRINAGAR,Wheat,
03-07-19,JAMMU,Wheat,
03-07-19,AMRITSAR,Wheat,
03-07-19,LUDHIANA,Wheat,
03-07-19,LUCKNOW,Wheat,
03-07-19,DEHRADUN,Wheat,
03-07-19,RAIPUR,Wheat,
03-07-19,AHMEDABAD,Wheat,
03-07-19,BHOPAL,Wheat,
03-07-19,MUMBAI,Wheat,
03-07-19,JAIPUR,Wheat,
03-07-19,PATNA,Wheat,
03-07-19,RANCHI,Wheat,
03-07-19,BHUBANESHWAR,Wheat,
03-07-19,KOLKATA,Wheat,
03-07-19,GUWAHATI,Wheat,
03-07-19,SHILLONG,Wheat,
03-07-19,AIZWAL,Wheat,
03-07-19,KOHIMA,Wheat,
03-07-19,AGARTALA,Wheat,
03-07-19,BENGALURU,Wheat,
03-07-19,T.PURAM,Wheat,
03-07-19,CHENNAI,Wheat,
03-07-19,HYDERABAD,Wheat,1250.0
06-07-19,CHANDIGARH,Wheat,
06-07-19,DELHI,Wheat,1070.0
06-07-19,SHIMLA,Wheat,
06-07-19,SRINAGAR,Wheat,
06-07-19,JAMMU,Wheat,
06-07-19,AMRITSAR,Wheat,
06-07-19,LUDHIANA,Wheat,
06-07-19,LUCKNOW,Wheat,
06-07-19,DEHRADUN,Wheat,
06-07-19,RAIPUR,Wheat,
06-07-19,AHMEDABAD,Wheat,
06-07-19,BHOPAL,Wheat,1130.0
06-07-19,MUMBAI,Wheat,
06-07-19,JAIPUR,Wheat,
06-07-19,PATNA,Wheat,
06-07-19,RANCHI,Wheat,
06-07-19,BHUBANESHWAR,Wheat,1200.0
06-07-19,KOLKATA,Wheat,
06-07-19,GUWAHATI,Wheat,
06-07-19,SHILLONG,Wheat,
06-07-19,AIZWAL,Wheat,
06-07-19,KOHIMA,Wheat,
06-07-19,AGARTALA,Wheat,
06-07-19,BENGALURU,Wheat,1700.0
06-07-19,T.PURAM,Wheat,
06-07-19,CHENNAI,Wheat,1700.0
06-07-19,HYDERABAD,Wheat,1250.0
07-07-19,CHANDIGARH,Wheat,
07-07-19,DELHI,Wheat,1070.0
07-07-19,SHIMLA,Wheat,
07-07-19,SRINAGAR,Wheat,
07-07-19,JAMMU,Wheat,
07-07-19,AMRITSAR,Wheat,
07-07-19,LUDHIANA,Wheat,
07-07-19,LUCKNOW,Wheat,
07-07-19,DEHRADUN,Wheat,
07-07-19,RAIPUR,Wheat,
07-07-19,AHMEDABAD,Wheat,
07-07-19,BHOPAL,Wheat,
07-07-19,MUMBAI,Wheat,
07-07-19,JAIPUR,Wheat,
07-07-19,PATNA,Wheat,
07-07-19,RANCHI,Wheat,
07-07-19,BHUBANESHWAR,Wheat,
07-07-19,KOLKATA,Wheat,
07-07-19,GUWAHATI,Wheat,
07-07-19,SHILLONG,Wheat,
07-07-19,AIZWAL,Wheat,
07-07-19,KOHIMA,Wheat,
07-07-19,AGARTALA,Wheat,
07-07-19,BENGALURU,Wheat,1700.0
07-07-19,T.PURAM,Wheat,
07-07-19,CHENNAI,Wheat,
07-07-19,HYDERABAD,Wheat,
08-07-19,CHANDIGARH,Wheat,
08-07-19,DELHI,Wheat,1070.0
08-07-19,SHIMLA,Wheat,
08-07-19,SRINAGAR,Wheat,
08-07-19,JAMMU,Wheat,
08-07-19,AMRITSAR,Wheat,
08-07-19,LUDHIANA,Wheat,
08-07-19,LUCKNOW,Wheat,
08-07-19,DEHRADUN,Wheat,1090.0
08-07-19,RAIPUR,Wheat,
08-07-19,AHMEDABAD,Wheat,
08-07-19,BHOPAL,Wheat,
08-07-19,MUMBAI,Wheat,
08-07-19,JAIPUR,Wheat,
08-07-19,PATNA,Wheat,
08-07-19,RANCHI,Wheat,
08-07-19,BHUBANESHWAR,Wheat,1200.0
08-07-19,KOLKATA,Wheat,
08-07-19,GUWAHATI,Wheat,
08-07-19,SHILLONG,Wheat,
08-07-19,AIZWAL,Wheat,
08-07-19,KOHIMA,Wheat,
08-07-19,AGARTALA,Wheat,
08-07-19,BENGALURU,Wheat,1700.0
08-07-19,T.PURAM,Wheat,1700.0
08-07-19,CHENNAI,Wheat,
08-07-19,HYDERABAD,Wheat,
09-07-19,CHANDIGARH,Wheat,
09-07-19,DELHI,Wheat,1070.0
09-07-19,SHIMLA,Wheat,
09-07-19,SRINAGAR,Wheat,
09-07-19,JAMMU,Wheat,
09-07-19,AMRITSAR,Wheat,
09-07-19,LUDHIANA,Wheat,
09-07-19,LUCKNOW,Wheat,
09-07-19,DEHRADUN,Wheat,
09-07-19,RAIPUR,Wheat,
09-07-19,AHMEDABAD,Wheat,
09-07-19,BHOPAL,Wheat,
09-07-19,MUMBAI,Wheat,
09-07-19,JAIPUR,Wheat,1150.0
09-07-19,PATNA,Wheat,
09-07-19,RANCHI,Wheat,
09-07-19,BHUBANESHWAR,Wheat,
09-07-19,KOLKATA,Wheat,
09-07-19,GUWAHATI,Wheat,
09-07-19,SHILLONG,Wheat,
09-07-19,AIZWAL,Wheat,
09-07-19,KOHIMA,Wheat,
09-07-19,AGARTALA,Wheat,
09-07-19,BENGALURU,Wheat,1700.0
09-07-19,T.PURAM,Wheat,
09-07-19,CHENNAI,Wheat,
09-07-19,HYDERABAD,Wheat,1250.0
10-07-19,CHANDIGARH,Wheat,
10-07-19,DELHI,Wheat,1070.0
10-07-19,SHIMLA,Wheat,
10-07-19,SRINAGAR,Wheat,
10-07-19,JAMMU,Wheat,1000.0
10-07-19,AMRITSAR,Wheat,
10-07-19,LUDHIANA,Wheat,
10-07-19,LUCKNOW,Wheat,1035.0
10-07-19,DEHRADUN,Wheat,
10-07-19,RAIPUR,Wheat,
10-07-19,AHMEDABAD,Wheat,
10-07-19,BHOPAL,Wheat,
10-07-19,MUMBAI,Wheat,
10-07-19,JAIPUR,Wheat,
10-07-19,PATNA,Wheat,
10-07-19,RANCHI,Wheat,
10-07-19,BHUBANESHWAR,Wheat,1200.0
10-07-19,KOLKATA,Wheat,
10-07-19,GUWAHATI,Wheat,
10-07-19,SHILLONG,Wheat,
10-07-19,AIZWAL,Wheat,
10-07-19,KOHIMA,Wheat,
10-07-19,AGARTALA,Wheat,
10-07-19,BENGALURU,Wheat,1700.0
10-07-19,T.PURAM,Wheat,
10-07-19,CHENNAI,Wheat,
10-07-19,HYDERABAD,Wheat,
13-07-19,CHANDIGARH,Wheat,
13-07-19,DELHI,Wheat,1105.0
13-07-19,SHIMLA,Wheat,
13-07-19,SRINAGAR,Wheat,
13-07-19,JAMMU,Wheat,
13-07-19,AMRITSAR,Wheat,
13-07-19,LUDHIANA,Wheat,
13-07-19,LUCKNOW,Wheat,1085.0
13-07-19,DEHRADUN,Wheat,
13-07-19,RAIPUR,Wheat,
13-07-19,AHMEDABAD,Wheat,
13-07-19,BHOPAL,Wheat,
13-07-19,MUMBAI,Wheat,
13-07-19,JAIPUR,Wheat,
13-07-19,PATNA,Wheat,1050.0
13-07-19,RANCHI,Wheat,
13-07-19,BHUBANESHWAR,Wheat,1200.0
13-07-19,KOLKATA,Wheat,
13-07-19,GUWAHATI,Wheat,
13-07-19,SHILLONG,Wheat,
13-07-19,AIZWAL,Wheat,
13-07-19,KOHIMA,Wheat,
13-07-19,AGARTALA,Wheat,
13-07-19,BENGALURU,Wheat,1700.0
13-07-19,T.PURAM,Wheat,
13-07-19,CHENNAI,Wheat,
13-07-19,HYDERABAD,Wheat,
14-07-19,CHANDIGARH,Wheat,
14-07-19,DELHI,Wheat,1105.0
14-07-19,SHIMLA,Wheat,
14-07-19,SRINAGAR,Wheat,
14-07-19,JAMMU,Wheat,
14-07-19,AMRITSAR,Wheat,
14-07-19,LUDHIANA,Wheat,
14-07-19,LUCKNOW,Wheat,
14-07-19,DEHRADUN,Wheat,
14-07-19,RAIPUR,Wheat,
14-07-19,AHMEDABAD,Wheat,
14-07-19,BHOPAL,Wheat,
14-07-19,MUMBAI,Wheat,
14-07-19,JAIPUR,Wheat,
14-07-19,PATNA,Wheat,
14-07-19,RANCHI,Wheat,
14-07-19,BHUBANESHWAR,Wheat,1200.0
14-07-19,KOLKATA,Wheat,
14-07-19,GUWAHATI,Wheat,
14-07-19,SHILLONG,Wheat,
14-07-19,AIZWAL,Wheat,
14-07-19,KOHIMA,Wheat,
14-07-19,AGARTALA,Wheat,
14-07-19,BENGALURU,Wheat,
14-07-19,T.PURAM,Wheat,
14-07-19,CHENNAI,Wheat,
14-07-19,HYDERABAD,Wheat,
15-07-19,CHANDIGARH,Wheat,
15-07-19,DELHI,Wheat,1105.0
15-07-19,SHIMLA,Wheat,
15-07-19,SRINAGAR,Wheat,
15-07-19,JAMMU,Wheat,
15-07-19,AMRITSAR,Wheat,
15-07-19,LUDHIANA,Wheat,
15-07-19,LUCKNOW,Wheat,
15-07-19,DEHRADUN,Wheat,1090.0
15-07-19,RAIPUR,Wheat,
15-07-19,AHMEDABAD,Wheat,1255.0
15-07-19,BHOPAL,Wheat,
15-07-19,MUMBAI,Wheat,
15-07-19,JAIPUR,Wheat,1150.0
15-07-19,PATNA,Wheat,
15-07-19,RANCHI,Wheat,
15-07-19,BHUBANESHWAR,Wheat,
15-07-19,KOLKATA,Wheat,
15-07-19,GUWAHATI,Wheat,
15-07-19,SHILLONG,Wheat,
15-07-19,AIZWAL,Wheat,
15-07-19,KOHIMA,Wheat,
15-07-19,AGARTALA,Wheat,
15-07-19,BENGALURU,Wheat,
15-07-19,T.PURAM,Wheat,1700.0
15-07-19,CHENNAI,Wheat,1800.0
15-07-19,HYDERABAD,Wheat,
16-07-19,CHANDIGARH,Wheat,
16-07-19,DELHI,Wheat,1105.0
16-07-19,SHIMLA,Wheat,
16-07-19,SRINAGAR,Wheat,
16-07-19,JAMMU,Wheat,
16-07-19,AMRITSAR,Wheat,
16-07-19,LUDHIANA,Wheat,
16-07-19,LUCKNOW,Wheat,
16-07-19,DEHRADUN,Wheat,
16-07-19,RAIPUR,Wheat,
16-07-19,AHMEDABAD,Wheat,
16-07-19,BHOPAL,Wheat,
16-07-19,MUMBAI,Wheat,
16-07-19,JAIPUR,Wheat,
16-07-19,PATNA,Wheat,
16-07-19,RANCHI,Wheat,
16-07-19,BHUBANESHWAR,Wheat,
16-07-19,KOLKATA,Wheat,
16-07-19,GUWAHATI,Wheat,
16-07-19,SHILLONG,Wheat,
16-07-19,AIZWAL,Wheat,
16-07-19,KOHIMA,Wheat,
16-07-19,AGARTALA,Wheat,
16-07-19,BENGALURU,Wheat,
16-07-19,T.PURAM,Wheat,
16-07-19,CHENNAI,Wheat,
16-07-19,HYDERABAD,Wheat,
17-07-19,CHANDIGARH,Wheat,
17-07-19,DELHI,Wheat,1105.0
17-07-19,SHIMLA,Wheat,
17-07-19,SRINAGAR,Wheat,
17-07-19,JAMMU,Wheat,1000.0
17-07-19,AMRITSAR,Wheat,1080.0
17-07-19,LUDHIANA,Wheat,1080.0
17-07-19,LUCKNOW,Wheat,
17-07-19,DEHRADUN,Wheat,
17-07-19,RAIPUR,Wheat,
17-07-19,AHMEDABAD,Wheat,
17-07-19,BHOPAL,Wheat,1130.0
17-07-19,MUMBAI,Wheat,
17-07-19,JAIPUR,Wheat,
17-07-19,PATNA,Wheat,
17-07-19,RANCHI,Wheat,
17-07-19,BHUBANESHWAR,Wheat,
17-07-19,KOLKATA,Wheat,
17-07-19,GUWAHATI,Wheat,
17-07-19,SHILLONG,Wheat,
17-07-19,AIZWAL,Wheat,
17-07-19,KOHIMA,Wheat,
17-07-19,AGARTALA,Wheat,
17-07-19,BENGALURU,Wheat,
17-07-19,T.PURAM,Wheat,
17-07-19,CHENNAI,Wheat,
17-07-19,HYDERABAD,Wheat,
20-07-19,CHANDIGARH,Wheat,
20-07-19,DELHI,Wheat,1105.0
20-07-19,SHIMLA,Wheat,
20-07-19,SRINAGAR,Wheat,
20-07-19,JAMMU,Wheat,
20-07-19,AMRITSAR,Wheat,
20-07-19,LUDHIANA,Wheat,
20-07-19,LUCKNOW,Wheat,
20-07-19,DEHRADUN,Wheat,
20-07-19,RAIPUR,Wheat,
20-07-19,AHMEDABAD,Wheat,
20-07-19,BHOPAL,Wheat,
20-07-19,MUMBAI,Wheat,
20-07-19,JAIPUR,Wheat,
20-07-19,PATNA,Wheat,
20-07-19,RANCHI,Wheat,
20-07-19,BHUBANESHWAR,Wheat,1200.0
20-07-19,KOLKATA,Wheat,
20-07-19,GUWAHATI,Wheat,
20-07-19,SHILLONG,Wheat,
20-07-19,AIZWAL,Wheat,
20-07-19,KOHIMA,Wheat,
20-07-19,AGARTALA,Wheat,
20-07-19,BENGALURU,Wheat,
20-07-19,T.PURAM,Wheat,
20-07-19,CHENNAI,Wheat,
20-07-19,HYDERABAD,Wheat,
21-07-19,CHANDIGARH,Wheat,
21-07-19,DELHI,Wheat,1105.0
21-07-19,SHIMLA,Wheat,
21-07-19,SRINAGAR,Wheat,
21-07-19,JAMMU,Wheat,
21-07-19,AMRITSAR,Wheat,
21-07-19,LUDHIANA,Wheat,
21-07-19,LUCKNOW,Wheat,
21-07-19,DEHRADUN,Wheat,
21-07-19,RAIPUR,Wheat,
21-07-19,AHMEDABAD,Wheat,
21-07-19,BHOPAL,Wheat,
21-07-19,MUMBAI,Wheat,
21-07-19,JAIPUR,Wheat,1150.0
21-07-19,PATNA,Wheat,
21-07-19,RANCHI,Wheat,
21-07-19,BHUBANESHWAR,Wheat,1200.0
21-07-19,KOLKATA,Wheat,
21-07-19,GUWAHATI,Wheat,
21-07-19,SHILLONG,Wheat,
21-07-19,AIZWAL,Wheat,
21-07-19,KOHIMA,Wheat,
21-07-19,AGARTALA,Wheat,
21-07-19,BENGALURU,Wheat,
21-07-19,T.PURAM,Wheat,
21-07-19,CHENNAI,Wheat,
21-07-19,HYDERABAD,Wheat,
22-07-19,CHANDIGARH,Wheat,
22-07-19,DELHI,Wheat,1105.0
22-07-19,SHIMLA,Wheat,
22-07-19,SRINAGAR,Wheat,
22-07-19,JAMMU,Wheat,
22-07-19,AMRITSAR,Wheat,
22-07-19,LUDHIANA,Wheat,
22-07-19,LUCKNOW,Wheat,
22-07-19,DEHRADUN,Wheat,1090.0
22-07-19,RAIPUR,Wheat,
22-07-19,AHMEDABAD,Wheat,1225.0
22-07-19,BHOPAL,Wheat,
22-07-19,MUMBAI,Wheat,
22-07-19,JAIPUR,Wheat,
22-07-19,PATNA,Wheat,
22-07-19,RANCHI,Wheat,
22-07-19,BHUBANESHWAR,Wheat,1200.0
22-07-19,KOLKATA,Wheat,
22-07-19,GUWAHATI,Wheat,
22-07-19,SHILLONG,Wheat,
22-07-19,AIZWAL,Wheat,
22-07-19,KOHIMA,Wheat,
22-07-19,AGARTALA,Wheat,
22-07-19,BENGALURU,Wheat,
22-07-19,T.PURAM,Wheat,1700.0
22-07-19,CHENNAI,Wheat,
22-07-19,HYDERABAD,Wheat,1600.0
23-07-19,CHANDIGARH,Wheat,
23-07-19,DELHI,Wheat,1105.0
23-07-19,SHIMLA,Wheat,
23-07-19,SRINAGAR,Wheat,
23-07-19,JAMMU,Wheat,
23-07-19,AMRITSAR,Wheat,
23-07-19,LUDHIANA,Wheat,
23-07-19,LUCKNOW,Wheat,
23-07-19,DEHRADUN,Wheat,
23-07-19,RAIPUR,Wheat,
23-07-19,AHMEDABAD,Wheat,
23-07-19,BHOPAL,Wheat,
23-07-19,MUMBAI,Wheat,
23-07-19,JAIPUR,Wheat,
23-07-19,PATNA,Wheat,
23-07-19,RANCHI,Wheat,
23-07-19,BHUBANESHWAR,Wheat,1200.0
23-07-19,KOLKATA,Wheat,
23-07-19,GUWAHATI,Wheat,
23-07-19,SHILLONG,Wheat,
23-07-19,AIZWAL,Wheat,
23-07-19,KOHIMA,Wheat,
23-07-19,AGARTALA,Wheat,
23-07-19,BENGALURU,Wheat,
23-07-19,T.PURAM,Wheat,
23-07-19,CHENNAI,Wheat,
23-07-19,HYDERABAD,Wheat,
24-07-19,CHANDIGARH,Wheat,
24-07-19,DELHI,Wheat,1105.0
24-07-19,SHIMLA,Wheat,
24-07-19,SRINAGAR,Wheat,
24-07-19,JAMMU,Wheat,
24-07-19,AMRITSAR,Wheat,
24-07-19,LUDHIANA,Wheat,
24-07-19,LUCKNOW,Wheat,
24-07-19,DEHRADUN,Wheat,
24-07-19,RAIPUR,Wheat,
24-07-19,AHMEDABAD,Wheat,
24-07-19,BHOPAL,Wheat,
24-07-19,MUMBAI,Wheat,
24-07-19,JAIPUR,Wheat,
24-07-19,PATNA,Wheat,
24-07-19,RANCHI,Wheat,
24-07-19,BHUBANESHWAR,Wheat,1200.0
24-07-19,KOLKATA,Wheat,
24-07-19,GUWAHATI,Wheat,
24-07-19,SHILLONG,Wheat,
24-07-19,AIZWAL,Wheat,
24-07-19,KOHIMA,Wheat,
24-07-19,AGARTALA,Wheat,
24-07-19,BENGALURU,Wheat,1700.0
24-07-19,T.PURAM,Wheat,
24-07-19,CHENNAI,Wheat,1800.0
24-07-19,HYDERABAD,Wheat,
27-07-19,CHANDIGARH,Wheat,
27-07-19,DELHI,Wheat,1105.0
27-07-19,SHIMLA,Wheat,
27-07-19,SRINAGAR,Wheat,
27-07-19,JAMMU,Wheat,
27-07-19,AMRITSAR,Wheat,1080.0
27-07-19,LUDHIANA,Wheat,1080.0
27-07-19,LUCKNOW,Wheat,
27-07-19,DEHRADUN,Wheat,
27-07-19,RAIPUR,Wheat,
27-07-19,AHMEDABAD,Wheat,
27-07-19,BHOPAL,Wheat,
27-07-19,MUMBAI,Wheat,
27-07-19,JAIPUR,Wheat,1150.0
27-07-19,PATNA,Wheat,
27-07-19,RANCHI,Wheat,
27-07-19,BHUBANESHWAR,Wheat,1200.0
27-07-19,KOLKATA,Wheat,
27-07-19,GUWAHATI,Wheat,
27-07-19,SHILLONG,Wheat,
27-07-19,AIZWAL,Wheat,
27-07-19,KOHIMA,Wheat,
27-07-19,AGARTALA,Wheat,
27-07-19,BENGALURU,Wheat,
27-07-19,T.PURAM,Wheat,
27-07-19,CHENNAI,Wheat,
27-07-19,HYDERABAD,Wheat,
28-07-19,CHANDIGARH,Wheat,
28-07-19,DELHI,Wheat,1105.0
28-07-19,SHIMLA,Wheat,
28-07-19,SRINAGAR,Wheat,
